,pl_hostname,pl_letter,pl_disc,ra,dec,pl_trandep,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranflag,pl_trandur,pl_pnum,pl_k2flag,pl_kepflag,pl_facility,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orblper,st_mass,st_masserr1,st_masserr2,st_rad,st_raderr1,st_raderr2,st_teff,st_tefferr1,st_tefferr2,st_optmag,st_j,st_h,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_radj,pl_radjerr1,pl_radjerr2,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_eqt,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_eccen,pl_eccenerr1,pl_eccenerr2
1910,Kepler-846,b,2016,287.05701600000003,49.046021,,2454972.37785,0.0036,-0.0036,1,0.14683,1,0,1,Kepler,,,,,0.94,0.04,-0.05,0.91,0.11,-0.06,5579.0,69.45,-74.32,15.65,14.423,14.085999999999999,,,,0.221,0.028999999999999998,-0.016,0.0211,,,,19.80792185,8.966e-05,-8.966e-05,,,
1911,Kepler-847,b,2016,283.504798,49.451015000000005,,2454966.2066200003,0.00252,-0.00252,1,0.084962,1,0,1,Kepler,,,,,0.83,0.03,-0.04,0.77,0.03,-0.03,4940.0,51.58,-54.72,14.782,13.24,12.741,,,,0.105,0.008,-0.004,0.005529999999999999,,,,2.3432319,7.57e-06,-7.57e-06,,,
1912,Kepler-848,b,2016,293.288273,48.811619,,2454969.6481,0.00278,-0.00278,1,0.235646,1,0,1,Kepler,,,,,1.01,0.04,-0.04,1.2,0.18,-0.17,5695.0,70.35,-79.05,14.056,12.84,12.484000000000002,,,,0.152,0.027999999999999997,-0.022000000000000002,0.0111,,,,6.91134416,2.461e-05,-2.461e-05,,,
1913,Kepler-849,b,2016,290.851779,48.521339000000005,,2455010.8440099997,0.0016,-0.0016,1,0.999654,1,0,1,Kepler,,,,,1.23,0.15,-0.09,1.64,0.34,-0.31,6059.0,81.18,-66.22,12.849,11.842,11.59,,,,0.637,0.133,-0.122,0.127,,,,394.6244904,0.0008875,-0.0008875,,,
1914,Kepler-850,b,2016,293.08446200000003,48.575390000000006,,2454969.0517,0.00439,-0.00439,1,0.14313,1,0,1,Kepler,,,,,1.06,0.07,-0.06,1.09,0.29,-0.12,5932.0,89.3,-95.55,15.450999999999999,14.372,14.075999999999999,,,,0.159,0.042,-0.019,0.012,,,,7.19303878,3.818e-05,-3.818e-05,,,
1915,Kepler-851,b,2016,294.68028599999997,49.140159999999995,,2454967.6430599997,0.00337,-0.00337,1,0.12608,1,0,1,Kepler,,,,,0.89,0.04,-0.05,0.85,0.08,-0.06,5455.0,87.48,-80.92,15.135,13.876,13.478,,,,0.15,0.024,-0.019,0.0109,,,,8.50699658,3.708e-05,-3.708e-05,,,
1916,Kepler-852,b,2016,297.391593,48.560691999999996,,2454973.20427,0.00414,-0.00414,1,0.27075,1,0,1,Kepler,,,,,1.19,0.04,-0.04,1.16,0.05,-0.05,6100.0,85.43,-84.46,13.949000000000002,12.852,12.597999999999999,,,,0.22699999999999998,0.04,-0.015,0.022,,,,44.9309804,0.00024,-0.00024,,,
1917,Kepler-853,b,2016,283.936824,49.110325,,2454968.67883,0.0027199999999999998,-0.0027199999999999998,1,0.191279,1,0,1,Kepler,,,,,1.3,0.14,-0.08,1.55,0.44,-0.24,6350.0,60.54,-55.18,12.32,11.405999999999999,11.171,,,,0.151,0.043,-0.025,0.011,,,,7.16892463,2.302e-05,-2.302e-05,,,
1918,Kepler-854,b,2016,293.351293,43.134640000000005,,2454966.98434,0.000259,-0.000259,1,0.162617,1,0,1,Kepler,,,,,1.17,0.17,-0.09,1.27,0.51,-0.17,6179.0,110.41,-142.15,13.48,12.378,12.106,,,,1.492,0.604,-0.204,132.0,,,,2.14463285,6.8e-07,-6.8e-07,,,
1919,Kepler-855,b,2016,295.09499,43.537586,,2455193.514349,0.00021899999999999998,-0.00021899999999999998,1,0.21746079999999998,1,0,1,Kepler,,,,,1.03,0.07,-0.07,1.03,0.21,-0.1,5835.0,99.82,-156.07,15.014000000000001,13.737,13.402999999999999,,,,0.745,0.152,-0.07200000000000001,0.166,,,,7.8866311,2.47e-06,-2.47e-06,,,
1920,Kepler-1414,b,2016,284.92857999999995,42.422309999999996,,2454967.29843,0.0028699999999999997,-0.0028699999999999997,1,0.05683,1,0,1,Kepler,,,,,0.8,0.04,-0.04,0.75,0.03,-0.04,4951.0,74.11,-76.49,14.897,13.360999999999999,12.869000000000002,,,,0.11,0.008,-0.006999999999999999,0.00642,,,,3.51576315,1.186e-05,-1.186e-05,,,
1921,Kepler-1415,b,2016,285.156913,47.873333,,2454964.69006,0.00205,-0.00205,1,0.044183,1,0,1,Kepler,,,,,0.89,0.04,-0.04,0.84,0.06,-0.04,5267.0,55.51,-59.06,15.744000000000002,14.39,13.972000000000001,,,,0.115,0.011000000000000001,-0.006999999999999999,0.006959999999999999,,,,0.63642408,1.6e-06,-1.6e-06,,,
1922,Kepler-1416,b,2016,298.663468,43.894073,,2454965.66209,0.0057799999999999995,-0.0057799999999999995,1,0.1296,1,0,1,Kepler,,,,,1.09,0.2,-0.11,1.15,0.43,-0.18,6019.0,321.69,-283.99,14.22,12.942,12.585,,,,0.079,0.028999999999999998,-0.012,0.00193,,,,1.49514952,1.069e-05,-1.069e-05,,,
1923,Kepler-1417,b,2016,290.949888,40.605215,,2454975.7564,0.0112,-0.0112,1,0.30483000000000005,1,0,1,Kepler,,,,,1.02,0.06,-0.06,1.02,0.2,-0.09,5839.0,93.84,-137.75,13.914000000000001,12.714,12.4,,,,0.08900000000000001,0.018000000000000002,-0.01,0.0030600000000000002,,,,20.3505213,0.0003037,-0.0003037,,,
1924,Kepler-1418,b,2016,282.997478,41.678551,,2454969.83193,0.006940000000000001,-0.006940000000000001,1,0.1483,1,0,1,Kepler,,,,,0.77,0.03,-0.04,0.72,0.02,-0.03,4770.0,59.97,-63.35,15.037,13.407,12.847000000000001,,,,0.14800000000000002,0.006999999999999999,-0.012,0.0107,,,,22.4764425,0.0001747,-0.0001747,,,
1925,Kepler-1419,b,2016,292.254635,37.97142,,2454969.1288,0.0112,-0.0112,1,0.24158000000000002,1,0,1,Kepler,,,,,1.01,0.06,-0.07,1.01,0.23,-0.1,5796.0,113.94,-157.22,15.761,14.507,14.172,,,,0.255,0.059000000000000004,-0.026000000000000002,0.0269,,,,42.5215895,0.0005032,-0.0005032,,,
1926,Kepler-1420,b,2016,296.20381000000003,42.777832000000004,,2454967.14722,0.00528,-0.00528,1,0.11267,1,0,1,Kepler,,,,,0.82,0.06,-0.06,0.79,0.07,-0.06,5187.0,207.12,-171.94,15.883,14.395999999999999,13.939,,,,0.114,0.012,-0.011000000000000001,0.00687,,,,6.69960006,4.5e-05,-4.5e-05,,,
1927,Kepler-1421,b,2016,286.58059199999997,48.544197,,2454971.424,0.0145,-0.0145,1,0.19867,1,0,1,Kepler,,,,,1.25,0.09,-0.06,1.42,0.29,-0.16,6335.0,73.18,-69.44,12.788,11.839,11.603,,,,0.083,0.018000000000000002,-0.01,0.00236,,,,6.9131112,0.00014,-0.00014,,,
1928,Kepler-1422,b,2016,293.890178,48.336121,,2454982.0326,0.0135,-0.0135,1,0.2992,1,0,1,Kepler,,,,,1.15,0.09,-0.08,1.23,0.24,-0.15,6194.0,143.17,-121.64,15.665,14.658,14.368,,,,0.18,0.037000000000000005,-0.024,0.0149,,,,18.6051942,0.0003246,-0.0003246,,,
1929,Kepler-1423,b,2016,288.243782,41.110081,,2454979.66357,0.00549,-0.00549,1,0.13271,1,0,1,Kepler,,,,,0.79,0.04,-0.04,0.75,0.03,-0.04,4939.0,85.32,-84.66,14.552999999999999,13.003,12.469000000000001,,,,0.095,0.008,-0.006,0.0037700000000000003,,,,23.955378,0.0001729,-0.0001729,,,
1930,Kepler-1424,b,2016,290.991665,40.22932,,2454970.33591,0.008870000000000001,-0.008870000000000001,1,0.22796,1,0,1,Kepler,,,,,1.02,0.05,-0.04,1.07,0.14,-0.09,5838.0,94.69,-90.41,13.619000000000002,12.497,12.16,,,,0.10300000000000001,0.013999999999999999,-0.011000000000000001,0.00521,,,,29.6091744,0.0003002,-0.0003002,,,
1931,Kepler-1425,b,2016,294.951036,43.012436,,2454968.4467,0.0105,-0.0105,1,0.29562,1,0,1,Kepler,,,,,0.97,0.07,-0.07,0.95,0.16,-0.09,5718.0,170.34,-173.56,13.572000000000001,12.354000000000001,11.977,,,,0.084,0.017,-0.012,0.00245,,,,14.4541302,0.0001621,-0.0001621,,,
1932,Kepler-1426,b,2016,292.545764,49.416973,,2454966.405,0.0101,-0.0101,1,0.18288,1,0,1,Kepler,,,,,1.02,0.06,-0.06,1.02,0.21,-0.09,5831.0,81.81,-107.42,15.192,14.032,13.734000000000002,,,,0.139,0.028999999999999998,-0.015,0.009609999999999999,,,,14.2563227,0.000194,-0.000194,,,
1933,Kepler-1427,b,2016,295.349667,45.114548,,2454965.42945,0.0063,-0.0063,1,0.06758,1,0,1,Kepler,,,,,1.01,0.07,-0.07,1.01,0.2,-0.1,5793.0,120.55,-179.64,15.415,14.147,13.815999999999999,,,,0.098,0.021,-0.011000000000000001,0.0043,,,,0.96897238,6.77e-06,-6.77e-06,,,
1934,WASP-76,b,2016,26.632746,2.700539,1.189,2456107.85507,0.00033999999999999997,-0.00033999999999999997,1,0.1539,1,0,0,SuperWASP,88.0,1.3,-1.6,,1.46,0.07,-0.07,1.73,0.04,-0.04,6250.0,100.0,-100.0,9.5,8.541,8.331,0.033,0.0005,-0.0005,1.83,0.06,-0.04,0.92,0.03,-0.03,2160.0,1.809886,1e-06,-1e-06,0.0,,
1935,WASP-90,b,2016,315.531971,7.056235000000001,0.71,2456235.5639,0.0005,-0.0005,1,0.1398,1,0,0,SuperWASP,82.1,0.4,-0.4,,1.55,0.1,-0.1,1.98,0.09,-0.09,6430.0,130.0,-130.0,11.7,10.55,10.302,0.0562,0.0012,-0.0012,1.63,0.09,-0.09,0.63,0.07,-0.07,1840.0,3.916243,3e-06,-3e-06,0.0,,
1936,Kepler-954,b,2016,295.859378,47.93951,,2454972.793332,0.00072,-0.00072,1,0.156387,1,0,1,Kepler,,,,,0.82,0.02,-0.03,0.76,0.02,-0.02,4990.0,61.28,-69.8,12.970999999999998,11.409,10.945,,,,0.207,0.004,-0.01,0.0189,,,,16.78176602,1.593e-05,-1.593e-05,,,
1937,Kepler-955,b,2016,288.471458,40.269795,,2454973.724798,0.000974,-0.000974,1,0.132217,1,0,1,Kepler,,,,,0.89,0.04,-0.04,0.84,0.07,-0.04,5350.0,73.41,-89.94,14.625,13.269,12.854000000000001,,,,0.27899999999999997,0.024,-0.015,0.0313,,,,14.53244172,1.662e-05,-1.662e-05,,,
1938,Kepler-956,b,2016,292.530806,49.061707,,2454968.5162529997,0.000525,-0.000525,1,0.07674199999999999,1,0,1,Kepler,,,,,1.1,0.09,-0.07,1.15,0.3,-0.14,6040.0,114.09,-113.17,13.345,12.284,11.975,,,,0.268,0.07,-0.034,0.0292,,,,5.24867263,3.12e-06,-3.12e-06,,,
1939,Kepler-1126,b,2016,285.69199199999997,45.689396,,2455006.75102,0.00774,-0.00774,1,0.33283,1,0,1,Kepler,,,,,0.92,0.05,-0.06,0.93,0.11,-0.07,5798.0,61.16,-55.36,14.033,12.966,12.630999999999998,,,,0.154,0.019,-0.012,0.0115,,,,108.593329,0.001003,-0.001003,,,
1940,Kepler-1127,b,2016,293.217384,42.720707,,2454965.08566,0.0035,-0.0035,1,0.12493299999999999,1,0,1,Kepler,,,,,0.97,0.04,-0.05,0.95,0.15,-0.07,5664.0,89.83,-137.31,15.162,13.860999999999999,13.507,,,,0.175,0.027999999999999997,-0.037000000000000005,0.0142,,,,5.12330347,2.272e-05,-2.272e-05,,,
1941,Kepler-1128,b,2016,293.063338,39.403444,,2455012.07877,0.0046700000000000005,-0.0046700000000000005,1,0.15633,1,0,1,Kepler,,,,,0.94,0.04,-0.05,0.91,0.13,-0.06,5543.0,95.27,-144.99,15.722000000000001,14.383,14.012,,,,0.326,0.047,-0.03,0.0407,,,,61.6178167,0.0003337,-0.0003337,,,
1942,Kepler-1129,b,2016,291.60449500000004,41.309360999999996,,2454969.05935,0.0046,-0.0046,1,0.13717000000000001,2,0,1,Kepler,,,,,1.0,0.06,-0.06,1.0,0.17,-0.1,5831.0,134.99,-114.35,15.28,14.173,13.804,,,,0.264,0.045,-0.028999999999999998,0.0285,,,,24.3397804,0.0001298,-0.0001298,,,
1943,Kepler-1129,c,2016,291.60449500000004,41.309360999999996,,2454997.15492,0.00866,-0.00866,1,0.23721,2,0,1,Kepler,,,,,1.0,0.06,-0.06,1.0,0.17,-0.1,5831.0,134.99,-114.35,15.28,14.173,13.804,,,,0.244,0.040999999999999995,-0.024,0.0249,,,,76.5369586,0.0007586,-0.0007586,,,
1944,Kepler-1130,b,2016,285.207485,45.38435,,2454967.15102,0.002,-0.002,1,0.087713,1,0,1,Kepler,,,,,0.9,0.02,-0.02,0.81,0.01,-0.01,5403.0,53.01,-51.42,12.404000000000002,11.137,10.735,,,,0.071,0.013999999999999999,-0.003,0.00137,,,,5.45298175,1.294e-05,-1.294e-05,,,
1945,Kepler-1131,b,2016,295.651494,49.261295000000004,,2454967.74478,0.00274,-0.00274,1,0.116967,1,0,1,Kepler,,,,,1.03,0.06,-0.06,1.04,0.23,-0.1,5851.0,83.2,-114.89,14.972000000000001,13.794,13.5,,,,0.142,0.032,-0.013000000000000001,0.00993,,,,3.53232449,1.266e-05,-1.266e-05,,,
1946,Kepler-1132,b,2016,286.367463,48.423935,,2454972.12956,0.00536,-0.00536,1,0.28613,1,0,1,Kepler,,,,,0.87,0.04,-0.05,0.83,0.06,-0.05,5298.0,54.24,-56.79,15.481,14.167,13.790999999999999,,,,0.21,0.017,-0.015,0.0193,,,,62.8916228,0.0004523,-0.0004523,,,
1947,Kepler-1133,b,2016,293.322404,42.867470000000004,,2454971.1959599997,0.00207,-0.00207,1,0.0689,1,0,1,Kepler,,,,,0.93,0.05,-0.06,0.9,0.1,-0.06,5569.0,157.93,-118.09,14.815999999999999,13.595999999999998,13.173,,,,0.17600000000000002,0.021,-0.013000000000000001,0.0143,,,,11.55562343,3.409e-05,-3.409e-05,,,
1948,Kepler-1134,b,2016,295.567982,42.478287,,2454980.1548,0.004,-0.004,1,0.12725,1,0,1,Kepler,,,,,0.84,0.05,-0.05,0.81,0.06,-0.06,5281.0,169.66,-135.47,15.842,14.425999999999998,13.955,,,,0.23600000000000002,0.019,-0.023,0.0235,,,,17.13263989,8.204e-05,-8.204e-05,,,
1949,Kepler-1135,b,2016,286.002968,44.756592,,2455025.33214,0.00658,-0.00658,1,0.391,1,0,1,Kepler,,,,,0.96,0.04,-0.05,0.94,0.17,-0.07,5656.0,66.4,-72.91,14.353,13.161,12.827,,,,0.165,0.028999999999999998,-0.013999999999999999,0.0128,,,,76.957857,0.0007104,-0.0007104,,,
1950,Kepler-1136,b,2016,284.107796,44.245808000000004,,2454966.2393,0.00132,-0.00132,1,0.050975,1,0,1,Kepler,,,,,0.72,0.03,-0.04,0.68,0.02,-0.03,4512.0,46.44,-47.76,15.658,13.869000000000002,13.225,,,,0.146,0.009000000000000001,-0.008,0.0105,,,,2.36172433,3.65e-06,-3.65e-06,,,
1951,Kepler-1137,b,2016,287.13027200000005,48.665375,,2454972.07583,0.00449,-0.00449,1,0.1955,1,0,1,Kepler,,,,,1.5,0.23,-0.14,1.84,0.69,-0.33,6807.0,117.84,-120.35,12.767999999999999,11.917,11.763,,,,0.196,0.07400000000000001,-0.036000000000000004,0.0172,,,,23.9210791,0.0001379,-0.0001379,,,
1952,Kepler-1138,b,2016,285.899242,48.307301,,2454965.67726,0.0024,-0.0024,1,0.065742,1,0,1,Kepler,,,,,0.95,0.04,-0.04,0.92,0.13,-0.06,5582.0,62.16,-65.24,15.353,14.135,13.775,,,,0.152,0.021,-0.012,0.0111,,,,3.17060005,1.019e-05,-1.019e-05,,,
1953,Kepler-1139,b,2016,287.94561699999997,39.230568,,2454964.82534,0.00133,-0.00133,1,0.059483,1,0,1,Kepler,,,,,0.94,0.04,-0.05,0.91,0.12,-0.06,5550.0,105.36,-153.89,14.113,12.748,12.35,,,,0.106,0.015,-0.006999999999999999,0.0057,,,,0.81316672,1.25e-06,-1.25e-06,,,
1954,Kepler-1140,b,2016,281.693981,46.946449,,2454981.2022700002,0.00307,-0.00307,1,0.092863,1,0,1,Kepler,,,,,0.76,0.04,-0.04,0.73,0.03,-0.04,4850.0,53.07,-47.66,15.464,13.946,13.384,,,,0.247,0.04,-0.033,0.0255,,,,24.0862707,0.000102,-0.000102,,,
1955,Kepler-1141,b,2016,290.543645,47.72588,,2454965.87337,0.00198,-0.00198,1,0.05825,1,0,1,Kepler,,,,,1.01,0.03,-0.04,1.07,0.15,-0.1,5791.0,58.41,-65.12,12.589,11.338,11.040999999999999,,,,0.073,0.011000000000000001,-0.006999999999999999,0.0015,,,,2.34451194,5.35e-06,-5.35e-06,,,
1956,Kepler-1142,b,2016,292.71443500000004,44.082336,,2454975.89236,0.00606,-0.00606,1,0.34017,1,0,1,Kepler,,,,,0.97,0.05,-0.06,0.96,0.24,-0.08,5685.0,98.59,-132.1,14.31,13.030999999999999,12.672,,,,0.131,0.038,-0.016,0.00869,,,,18.3027248,0.0001389,-0.0001389,,,
1957,Kepler-1143,b,2016,287.302821,39.289688,,2454965.15279,0.0018100000000000002,-0.0018100000000000002,1,0.064742,2,0,1,Kepler,,,,,0.81,0.05,-0.05,0.77,0.05,-0.04,5053.0,192.88,-130.21,15.195,13.679,13.149000000000001,,,,0.149,0.012,-0.01,0.0108,,,,2.88890485,6.94e-06,-6.94e-06,,,
1958,KELT-8,b,2015,283.30551,24.12738,1.3,,,,1,,1,0,0,KELT,82.65,0.9,-0.9,,0.81,0.21,-0.21,1.46,0.08,-0.08,5754.0,54.0,-54.0,10.833,9.586,9.269,0.0455,0.0008300000000000001,-0.00088,1.62,0.1,-0.1,0.66,0.12,-0.12,1675.0,3.24406,0.00016,-0.00016,0.04,0.05,-0.05
1960,K2-22,b,2015,169.482819,2.6190700000000002,,2456811.1208,0.0006,-0.0006,1,0.0333333,1,1,0,K2,,,,,0.6,0.07,-0.07,0.57,0.06,-0.06,3830.0,100.0,-100.0,15.597000000000001,12.725999999999999,12.088,0.0088,0.0008,-0.0008,0.223,0.036000000000000004,-0.036000000000000004,1.4,,,2100.0,0.381078,1e-06,-1e-06,0.19,0.221175,-0.15291400000000002
1962,WASP-47,d,2015,331.203047,-12.018885000000001,,2457006.36931,0.00039,-0.00039,1,0.1786667,4,1,0,K2,89.32,0.23,-0.23,,1.04,0.03,-0.03,1.14,0.01,-0.01,5552.0,75.0,-75.0,11.9,10.613,10.31,0.085,0.0027,-0.0027,0.319,0.004,-0.004,0.04122,0.00472,-0.00472,,9.03077,0.00017,-0.00017,0.014,,
1963,WASP-47,e,2015,331.203047,-12.018885000000001,,2457011.3486099998,0.00033,-0.00033,1,0.079125,4,1,0,K2,85.98,0.75,-0.75,,1.04,0.03,-0.03,1.14,0.01,-0.01,5552.0,75.0,-75.0,11.9,10.613,10.31,0.016730000000000002,0.00053,-0.00053,0.161,0.002,-0.002,0.021490000000000002,0.0020800000000000003,-0.0020800000000000003,,0.789592,1.2e-05,-1.2e-05,0.03,0.036,-0.02
1969,Kepler-623,b,2016,296.986721,47.47739,,2455011.34331,0.00108,-0.00108,1,0.112854,1,0,1,Kepler,,,,,0.9,0.04,-0.05,0.86,0.1,-0.06,5443.0,103.28,-85.59,14.959000000000001,13.729000000000001,13.321,,,,0.26899999999999996,0.03,-0.019,0.0293,,,,9.07097734,1.283e-05,-1.283e-05,,,
1971,Kepler-583,b,2016,282.11133,42.354504,,2455005.91594,0.00159,-0.00159,1,0.138758,1,0,1,Kepler,,,,,0.94,0.04,-0.04,0.91,0.11,-0.06,5523.0,76.28,-106.08,14.825,13.533,13.179,,,,0.203,0.026000000000000002,-0.013000000000000001,0.0183,,,,6.5100253,1.381e-05,-1.381e-05,,,
1972,Kepler-584,b,2016,288.230593,42.413624,,2455003.0997599997,0.0020800000000000003,-0.0020800000000000003,1,0.30721,1,0,1,Kepler,,,,,1.17,0.15,-0.09,1.24,0.46,-0.15,6195.0,110.21,-104.28,14.856,13.845,13.568,,,,0.376,0.142,-0.05,0.0519,,,,35.1810304,9.392e-05,-9.392e-05,,,
1973,Kepler-585,b,2016,286.528499,43.873405,,2455004.259749,0.000408,-0.000408,1,0.088142,1,0,1,Kepler,,,,,0.96,0.06,-0.05,0.93,0.18,-0.06,5593.0,85.61,-77.08,14.034,12.808,12.459000000000001,,,,0.252,0.049,-0.024,0.0264,,,,2.75235975,1.42e-06,-1.42e-06,,,
1974,Kepler-176,e,2016,294.667956,43.853259,,2455005.3084,0.0106,-0.0106,1,0.19646,4,0,1,Kepler,,,,,,,,0.89,0.46,-0.46,5232.0,200.0,-200.0,14.55,13.097000000000001,12.686,,,,0.129,0.011000000000000001,-0.013000000000000001,0.008490000000000001,,,,51.16579,0.0006432,-0.0006432,,,
1975,Kepler-586,b,2016,293.05722000000003,45.551193,,2455004.043939,0.00034500000000000004,-0.00034500000000000004,1,0.073229,1,0,1,Kepler,,,,,0.94,0.05,-0.05,0.92,0.12,-0.07,5575.0,149.33,-103.88,14.427,13.247,12.865,,,,0.249,0.032,-0.018000000000000002,0.0258,,,,2.10472218,9.2e-07,-9.2e-07,,,
1976,Kepler-856,b,2016,289.603836,46.314953,,2455193.171476,0.00017900000000000001,-0.00017900000000000001,1,0.13083699999999998,1,0,1,Kepler,,,,,0.96,0.04,-0.04,0.93,0.12,-0.06,5535.0,69.55,-84.49,15.57,14.277000000000001,13.918,,,,0.83,0.11199999999999999,-0.054000000000000006,0.199,,,,8.02768059,2.01e-06,-2.01e-06,,,
1977,Kepler-857,b,2016,294.632389,43.400467,,2454994.0093259998,0.0008820000000000001,-0.0008820000000000001,1,0.281533,1,0,1,Kepler,,,,,0.99,0.07,-0.07,0.99,0.25,-0.1,5773.0,125.46,-173.8,15.061,13.847000000000001,13.499,,,,0.607,0.152,-0.061,0.117,,,,85.35129427,9.562e-05,-9.562e-05,,,
1978,Kepler-858,b,2016,288.848631,51.209049,,2455032.479049,0.0006230000000000001,-0.0006230000000000001,1,0.331675,1,0,1,Kepler,,,,,0.96,0.04,-0.04,0.91,0.04,-0.04,5653.0,74.35,-61.07,12.45,11.297,10.943,,,,0.434,0.021,-0.018000000000000002,0.0664,,,,76.13602028,5.533e-05,-5.533e-05,,,
1979,Kepler-859,b,2016,286.741873,43.190108,,2454975.31445,0.00215,-0.00215,1,0.155954,1,0,1,Kepler,,,,,0.81,0.04,-0.04,0.77,0.03,-0.04,5020.0,48.72,-50.72,15.887,14.424000000000001,13.946,,,,0.276,0.016,-0.013000000000000001,0.0307,,,,20.38177573,5.321e-05,-5.321e-05,,,
1980,Kepler-860,b,2016,295.577265,46.254742,,2455190.4825,0.0012,-0.0012,1,0.10805,1,0,1,Kepler,,,,,1.04,0.07,-0.06,1.06,0.26,-0.11,5836.0,75.4,-111.94,15.455,14.129000000000001,13.838,,,,0.289,0.07200000000000001,-0.028999999999999998,0.0332,,,,5.10137945,8.94e-06,-8.94e-06,,,
1981,Kepler-861,b,2016,292.353929,46.226279999999996,,2454967.6093900003,0.00114,-0.00114,1,0.06578300000000001,1,0,1,Kepler,,,,,0.82,0.04,-0.04,0.78,0.04,-0.04,5047.0,65.25,-72.9,15.623,14.129000000000001,13.674000000000001,,,,0.203,0.011000000000000001,-0.012,0.0183,,,,3.94963138,5.49e-06,-5.49e-06,,,
1982,Kepler-862,b,2016,297.779266,46.492740999999995,,2455189.93547,0.00149,-0.00149,1,0.090808,1,0,1,Kepler,,,,,0.88,0.04,-0.05,0.84,0.07,-0.05,5333.0,86.45,-134.35,15.297,13.849,13.425,,,,0.19699999999999998,0.039,-0.015,0.0174,,,,3.14866453,7.03e-06,-7.03e-06,,,
1983,Kepler-863,b,2016,297.664523,43.248962,,2454970.5654700003,0.00223,-0.00223,1,0.21196700000000002,1,0,1,Kepler,,,,,0.96,0.11,-0.07,0.95,0.22,-0.1,5678.0,317.91,-195.62,15.43,14.206,13.829,,,,0.259,0.061,-0.028999999999999998,0.0275,,,,15.59461874,4.285e-05,-4.285e-05,,,
1984,Kepler-864,b,2016,285.057092,46.320675,,2454971.74873,0.00267,-0.00267,1,0.16078699999999999,1,0,1,Kepler,,,,,1.0,0.05,-0.05,1.0,0.26,-0.09,5754.0,66.12,-63.35,15.776,14.675999999999998,14.384,,,,0.214,0.055999999999999994,-0.02,0.02,,,,5.83376092,1.891e-05,-1.891e-05,,,
1985,Kepler-865,b,2016,297.724283,43.527435,,2454973.5901,0.0013599999999999999,-0.0013599999999999999,1,0.180171,1,0,1,Kepler,,,,,0.93,0.09,-0.07,0.92,0.18,-0.09,5570.0,287.71,-208.99,14.48,13.154000000000002,12.735999999999999,,,,0.222,0.044000000000000004,-0.021,0.0213,,,,14.16399294,2.463e-05,-2.463e-05,,,
1986,Kepler-866,b,2016,290.122337,43.08556,,2454967.03179,0.00253,-0.00253,1,0.085213,1,0,1,Kepler,,,,,0.75,0.04,-0.05,0.71,0.03,-0.04,4751.0,64.17,-70.26,15.835,14.169,13.61,,,,0.145,0.006999999999999999,-0.011000000000000001,0.0104,,,,2.61703254,7.31e-06,-7.31e-06,,,
1987,Kepler-867,b,2016,287.285313,51.249981,,2454971.28724,0.0031100000000000004,-0.0031100000000000004,1,0.45746000000000003,1,0,1,Kepler,,,,,0.92,0.04,-0.04,0.91,0.06,-0.04,5541.0,61.72,-68.57,14.827,13.602,13.185,,,,0.414,0.037000000000000005,-0.027000000000000003,0.0612,,,,150.242127,0.0006047,-0.0006047,,,
1988,Kepler-868,b,2016,282.363512,46.67524,,2454970.33295,0.00346,-0.00346,1,0.137775,1,0,1,Kepler,,,,,0.93,0.05,-0.06,0.89,0.09,-0.06,5614.0,75.11,-68.84,15.695,14.530999999999999,14.128,,,,0.183,0.018000000000000002,-0.015,0.0153,,,,5.03251791,2.082e-05,-2.082e-05,,,
1989,Kepler-869,b,2016,289.424591,50.994122,,2454972.50229,0.00352,-0.00352,1,0.31471,1,0,1,Kepler,,,,,0.97,0.05,-0.05,0.95,0.22,-0.07,5664.0,72.29,-95.26,14.982000000000001,13.741,13.399000000000001,,,,0.322,0.07400000000000001,-0.055,0.0399,,,,40.4287755,0.0001799,-0.0001799,,,
1990,Kepler-870,b,2016,295.402544,50.478634,,2454968.07113,0.00434,-0.00434,1,0.24604,1,0,1,Kepler,,,,,1.01,0.07,-0.06,1.02,0.18,-0.1,5857.0,139.18,-150.97,15.259,14.072000000000001,13.707,,,,0.248,0.045,-0.026000000000000002,0.0256,,,,21.3587621,0.0001184,-0.0001184,,,
1991,Kepler-871,b,2016,294.52711,43.368159999999996,,2454969.47832,0.00442,-0.00442,1,0.2108,1,0,1,Kepler,,,,,1.11,0.09,-0.07,1.14,0.31,-0.13,5993.0,107.01,-146.49,15.689,14.469000000000001,14.17,,,,0.33399999999999996,0.096,-0.049,0.0424,,,,22.0459018,0.0001072,-0.0001072,,,
1992,Kepler-872,b,2016,295.417461,43.60564,,2454966.2233700003,0.00159,-0.00159,1,0.097067,1,0,1,Kepler,,,,,1.05,0.06,-0.08,1.08,0.27,-0.13,5902.0,123.56,-185.0,15.106,13.794,13.462,,,,0.17800000000000002,0.045,-0.021,0.0145,,,,2.57885507,5.17e-06,-5.17e-06,,,
